Date,VALE3.SA,AMAR3.SA,SBSP3.SA,PETR4.SA
2015-01-02,21.280000686645508,13.190899848937988,16.799999237060547,9.359999656677246
2015-01-05,20.959999084472656,13.090900421142578,16.799999237060547,8.5600004196167
2015-01-06,21.799999237060547,12.281800270080566,16.75,8.279999732971191
2015-01-07,22.600000381469727,12.509099960327148,17.100000381469727,8.670000076293945
2015-01-08,22.84000015258789,12.372699737548828,17.15999984741211,9.229999542236328
2015-01-09,22.350000381469727,12.68179988861084,16.760000228881836,9.510000228881836
2015-01-12,22.639999389648438,12.509099960327148,16.530000686645508,8.84000015258789
2015-01-13,22.510000228881836,12.5,15.600000381469727,9.09000015258789
2015-01-14,20.700000762939453,12.545499801635742,15.40999984741211,8.90999984741211
2015-01-15,20.940000534057617,12.509099960327148,15.670000076293945,9.3100004196167
2015-01-16,21.8799991607666,12.518199920654297,15.920000076293945,9.4399995803833
2015-01-19,21.649999618530273,12.445500373840332,15.119999885559082,9.170000076293945
2015-01-20,21.739999771118164,12.727299690246582,15.100000381469727,9.3100004196167
2015-01-21,22.079999923706055,12.954500198364258,15.489999771118164,9.899999618530273
2015-01-22,21.90999984741211,12.709099769592285,15.279999732971191,10.229999542236328
2015-01-23,20.520000457763672,12.545499801635742,13.5,9.979999542236328
2015-01-26,19.579999923706055,12.954500198364258,13.25,9.829999923706055
2015-01-27,19.0,12.927300453186035,13.770000457763672,10.140000343322754
2015-01-28,18.889999389648438,13.218199729919434,13.300000190734863,9.109999656677246
2015-01-29,18.049999237060547,13.718199729919434,13.489999771118164,8.670000076293945
2015-01-30,18.610000610351562,13.327300071716309,13.300000190734863,8.300000190734863
2015-02-02,19.739999771118164,13.281800270080566,13.270000457763672,8.789999961853027
2015-02-03,20.8700008392334,13.018199920654297,13.470000267028809,9.970000267028809
2015-02-04,20.549999237060547,13.81820011138916,14.100000381469727,10.020000457763672
2015-02-05,20.450000762939453,13.909099578857422,14.050000190734863,9.829999923706055
2015-02-06,20.420000076293945,13.627300262451172,13.979999542236328,9.119999885559082
2015-02-09,21.59000015258789,13.690899848937988,14.020000457763672,9.399999618530273
2015-02-10,20.399999618530273,13.68179988861084,14.25,8.90999984741211
2015-02-11,21.100000381469727,13.172699928283691,14.4399995803833,9.079999923706055
2015-02-12,21.579999923706055,13.172699928283691,14.899999618530273,9.449999809265137
2015-02-13,22.479999542236328,13.199999809265137,15.350000381469727,10.029999732971191
2015-02-18,22.709999084472656,13.190899848937988,15.699999809265137,10.039999961853027
2015-02-19,22.100000381469727,13.718199729919434,15.739999771118164,9.710000038146973
2015-02-20,22.6200008392334,13.63640022277832,15.600000381469727,9.640000343322754
2015-02-23,21.6200008392334,13.63640022277832,16.09000015258789,9.5
2015-02-24,22.040000915527344,13.63640022277832,16.31999969482422,9.899999618530273
2015-02-25,22.139999389648438,13.972700119018555,16.610000610351562,9.399999618530273
2015-02-26,21.25,13.58180046081543,17.1200008392334,9.229999542236328
2015-02-27,21.25,13.590900421142578,16.940000534057617,9.550000190734863
2015-03-02,20.559999465942383,13.5,16.520000457763672,9.420000076293945
2015-03-03,20.790000915527344,13.409099578857422,16.59000015258789,9.569999694824219
2015-03-04,20.389999389648438,13.13640022277832,16.18000030517578,9.270000457763672
2015-03-05,19.5,13.727299690246582,16.25,9.239999771118164
2015-03-06,19.59000015258789,13.663599967956543,16.280000686645508,9.25
2015-03-09,19.540000915527344,13.0,16.18000030517578,8.920000076293945
2015-03-10,19.100000381469727,12.690899848937988,16.299999237060547,8.520000457763672
2015-03-11,18.860000610351562,12.81820011138916,16.09000015258789,8.739999771118164
2015-03-12,18.860000610351562,13.0,17.0,8.470000267028809
2015-03-13,18.8799991607666,13.0,17.170000076293945,8.34000015258789
2015-03-16,18.899999618530273,12.73639965057373,17.0,8.390000343322754
2015-03-17,19.8799991607666,12.699999809265137,17.290000915527344,8.859999656677246
2015-03-18,19.59000015258789,13.08180046081543,17.68000030517578,9.199999809265137
2015-03-19,19.149999618530273,12.627300262451172,17.860000610351562,8.920000076293945
2015-03-20,20.25,12.545499801635742,19.100000381469727,9.220000267028809
2015-03-23,20.3799991607666,12.472700119018555,19.399999618530273,9.329999923706055
2015-03-24,19.579999923706055,12.272700309753418,18.780000686645508,9.420000076293945
2015-03-25,19.760000228881836,12.672699928283691,18.479999542236328,9.800000190734863
2015-03-26,18.920000076293945,12.509099960327148,17.799999237060547,9.329999923706055
2015-03-27,18.350000381469727,12.727299690246582,16.850000381469727,9.359999656677246
2015-03-30,18.6200008392334,12.872699737548828,16.729999542236328,9.710000038146973
2015-03-31,17.940000534057617,12.81820011138916,17.709999084472656,9.65999984741211
2015-04-01,17.540000915527344,13.26360034942627,18.200000762939453,10.260000228881836
2015-04-02,18.0,13.31820011138916,18.200000762939453,10.6899995803833
2015-04-06,18.1299991607666,13.436400413513184,18.799999237060547,10.710000038146973
2015-04-07,19.0,13.618200302124023,18.299999237060547,10.920000076293945
2015-04-08,18.75,13.190899848937988,18.0,10.569999694824219
2015-04-09,18.799999237060547,13.254500389099121,17.899999618530273,11.579999923706055
2015-04-10,18.420000076293945,13.645500183105469,17.549999237060547,11.8100004196167
2015-04-13,18.239999771118164,13.854499816894531,17.6200008392334,12.270000457763672
2015-04-14,18.75,13.409099578857422,17.219999313354492,12.460000038146973
2015-04-15,18.600000381469727,13.390899658203125,17.81999969482422,13.34000015258789
2015-04-16,18.059999465942383,13.036399841308594,18.100000381469727,12.979999542236328
2015-04-17,17.799999237060547,12.718199729919434,18.100000381469727,12.949999809265137
2015-04-20,17.729999542236328,12.245499610900879,17.8700008392334,13.069999694824219
2015-04-22,19.450000762939453,12.545499801635742,17.899999618530273,13.0
2015-04-23,21.09000015258789,12.300000190734863,17.950000762939453,12.869999885559082
2015-04-24,23.200000762939453,12.563599586486816,18.149999618530273,13.220000267028809
2015-04-27,23.459999084472656,12.709099769592285,17.81999969482422,12.520000457763672
2015-04-28,22.549999237060547,13.163599967956543,17.799999237060547,12.770000457763672
2015-04-29,21.110000610351562,13.227299690246582,17.850000381469727,12.819999694824219
2015-04-30,22.649999618530273,13.290900230407715,17.799999237060547,13.0600004196167
2015-05-04,24.780000686645508,13.36359977722168,18.530000686645508,13.789999961853027
2015-05-05,27.059999465942383,13.027299880981445,18.520000457763672,14.430000305175781
2015-05-06,24.93000030517578,12.618200302124023,19.079999923706055,13.789999961853027
2015-05-07,23.8799991607666,12.472700119018555,19.649999618530273,13.65999984741211
2015-05-08,22.75,12.045499801635742,19.290000915527344,13.510000228881836
2015-05-11,23.280000686645508,11.463600158691406,19.43000030517578,13.770000457763672
2015-05-12,22.329999923706055,11.5,19.520000457763672,13.729999542236328
2015-05-13,21.600000381469727,11.36359977722168,19.079999923706055,13.979999542236328
2015-05-14,21.329999923706055,11.527299880981445,19.549999237060547,13.899999618530273
2015-05-15,21.280000686645508,11.836400032043457,19.6200008392334,14.039999961853027
2015-05-18,20.239999771118164,11.536399841308594,19.579999923706055,13.699999809265137
2015-05-19,20.1200008392334,11.427300453186035,19.399999618530273,12.890000343322754
2015-05-20,19.850000381469727,11.372699737548828,18.5,12.84000015258789
2015-05-21,20.25,11.209099769592285,19.079999923706055,13.479999542236328
2015-05-22,20.260000228881836,11.199999809265137,18.309999465942383,13.069999694824219
2015-05-25,20.56999969482422,10.981800079345703,18.649999618530273,12.829999923706055
2015-05-26,20.790000915527344,10.727299690246582,18.18000030517578,12.390000343322754
2015-05-27,20.950000762939453,10.727299690246582,18.860000610351562,12.539999961853027
2015-05-28,20.540000915527344,10.790900230407715,18.780000686645508,12.649999618530273
2015-05-29,20.049999237060547,10.909099578857422,18.549999237060547,12.329999923706055
2015-06-01,20.040000915527344,10.654500007629395,18.6299991607666,12.359999656677246
2015-06-02,21.350000381469727,10.663599967956543,18.360000610351562,12.880000114440918
2015-06-03,20.889999389648438,10.690899848937988,18.479999542236328,12.789999961853027
2015-06-05,20.600000381469727,10.68179988861084,17.899999618530273,12.569999694824219
2015-06-08,20.100000381469727,10.609100341796875,17.84000015258789,12.569999694824219
2015-06-09,19.979999542236328,10.572699546813965,17.84000015258789,13.0
2015-06-10,21.209999084472656,10.545499801635742,18.239999771118164,13.079999923706055
2015-06-11,21.329999923706055,10.518199920654297,17.809999465942383,13.100000381469727
2015-06-12,21.15999984741211,10.272700309753418,17.420000076293945,13.020000457763672
2015-06-15,20.34000015258789,10.218199729919434,16.579999923706055,13.010000228881836
2015-06-16,19.75,10.199999809265137,16.5,13.380000114440918
2015-06-17,19.469999313354492,10.18179988861084,16.299999237060547,13.140000343322754
2015-06-18,20.399999618530273,9.827269554138184,16.309999465942383,13.449999809265137
2015-06-19,20.31999969482422,10.13640022277832,16.059999465942383,13.149999618530273
2015-06-22,19.690000534057617,10.354499816894531,16.350000381469727,13.170000076293945
2015-06-23,19.809999465942383,10.36359977722168,16.020000457763672,12.970000267028809
2015-06-24,19.799999237060547,10.272700309753418,15.869999885559082,13.220000267028809
2015-06-25,19.31999969482422,9.981820106506348,15.739999771118164,12.600000381469727
2015-06-26,19.6200008392334,10.0,16.3700008392334,13.210000038146973
2015-06-29,19.200000762939453,9.800000190734863,15.989999771118164,12.850000381469727
2015-06-30,18.290000915527344,9.872730255126953,16.5,12.6899995803833
2015-07-01,18.110000610351562,9.909090042114258,16.239999771118164,12.15999984741211
2015-07-02,18.06999969482422,9.818180084228516,16.56999969482422,12.350000381469727
2015-07-03,17.68000030517578,9.863639831542969,16.200000762939453,11.760000228881836
2015-07-06,17.649999618530273,9.690910339355469,16.489999771118164,11.510000228881836
2015-07-07,17.93000030517578,9.272729873657227,16.850000381469727,11.770000457763672
2015-07-08,17.15999984741211,8.863639831542969,17.100000381469727,11.460000038146973
2015-07-10,17.110000610351562,8.681819915771484,16.799999237060547,11.8100004196167
2015-07-13,18.5,8.481820106506348,17.290000915527344,11.789999961853027
2015-07-14,17.81999969482422,8.199999809265137,17.809999465942383,11.989999771118164
2015-07-15,17.110000610351562,8.199999809265137,18.049999237060547,11.779999732971191
2015-07-16,17.639999389648438,8.181819915771484,18.969999313354492,11.989999771118164
2015-07-17,17.450000762939453,8.181819915771484,18.530000686645508,11.40999984741211
2015-07-20,17.309999465942383,8.199999809265137,18.600000381469727,10.789999961853027
2015-07-21,17.549999237060547,8.236359596252441,18.600000381469727,10.729999542236328
2015-07-22,17.290000915527344,8.263640403747559,18.989999771118164,10.359999656677246
2015-07-23,17.31999969482422,8.181819915771484,18.700000762939453,10.119999885559082
2015-07-24,16.790000915527344,8.036359786987305,18.299999237060547,10.029999732971191
2015-07-27,16.760000228881836,7.954549789428711,17.65999984741211,9.5
2015-07-28,18.09000015258789,7.963640213012695,18.079999923706055,10.020000457763672
2015-07-29,18.350000381469727,8.100000381469727,17.600000381469727,10.699999809265137
2015-07-30,17.450000762939453,7.9727301597595215,17.25,10.420000076293945
2015-07-31,17.8700008392334,7.681819915771484,17.469999313354492,10.489999771118164
2015-08-03,17.59000015258789,7.272729873657227,17.59000015258789,10.029999732971191
2015-08-04,18.100000381469727,6.818180084228516,17.690000534057617,10.15999984741211
2015-08-05,19.010000228881836,6.954549789428711,17.25,10.010000228881836
2015-08-06,19.579999923706055,6.8909101486206055,16.850000381469727,10.34000015258789
2015-08-07,18.420000076293945,7.054540157318115,16.649999618530273,9.6899995803833
2015-08-10,19.350000381469727,7.0,16.649999618530273,9.989999771118164
2015-08-11,18.600000381469727,7.054540157318115,16.5,9.979999542236328
2015-08-12,18.920000076293945,7.372729778289795,16.06999969482422,9.819999694824219
2015-08-13,18.479999542236328,7.800000190734863,15.470000267028809,9.5
2015-08-14,18.200000762939453,7.845449924468994,15.75,9.300000190734863
2015-08-17,18.010000228881836,7.9727301597595215,15.329999923706055,9.149999618530273
2015-08-18,17.420000076293945,8.090909957885742,15.399999618530273,8.989999771118164
2015-08-19,16.84000015258789,8.136360168457031,15.520000457763672,8.739999771118164
2015-08-20,17.170000076293945,8.136360168457031,14.960000038146973,8.6899995803833
2015-08-21,16.700000762939453,7.909090042114258,14.75,8.300000190734863
2015-08-24,15.399999618530273,7.954549789428711,14.5,7.889999866485596
2015-08-25,15.350000381469727,8.100000381469727,14.5,7.849999904632568
2015-08-26,15.899999618530273,8.470000267028809,15.180000305175781,8.130000114440918
2015-08-27,17.690000534057617,8.279999732971191,15.930000305175781,8.920000076293945
2015-08-28,17.309999465942383,8.720000267028809,15.899999618530273,9.020000457763672
2015-08-31,17.920000076293945,8.529999732971191,15.729999542236328,9.1899995803833
2015-09-01,17.100000381469727,8.319999694824219,15.069999694824219,8.59000015258789
2015-09-02,18.110000610351562,8.149999618530273,15.720000267028809,8.819999694824219
2015-09-03,18.729999542236328,8.140000343322754,15.729999542236328,8.760000228881836
2015-09-04,18.239999771118164,7.869999885559082,14.960000038146973,8.510000228881836
2015-09-08,18.93000030517578,7.5,15.0600004196167,8.640000343322754
2015-09-09,19.059999465942383,7.360000133514404,15.649999618530273,8.390000343322754
2015-09-10,19.940000534057617,7.019999980926514,15.239999771118164,7.96999979019165
2015-09-11,19.450000762939453,7.0,15.390000343322754,7.659999847412109
2015-09-14,19.149999618530273,7.070000171661377,16.079999923706055,7.71999979019165
2015-09-15,18.600000381469727,7.110000133514404,16.149999618530273,7.650000095367432
2015-09-16,19.040000915527344,7.210000038146973,16.799999237060547,8.140000343322754
2015-09-17,19.489999771118164,7.300000190734863,17.290000915527344,7.860000133514404
2015-09-18,19.90999984741211,7.210000038146973,16.5,7.599999904632568
2015-09-21,19.93000030517578,7.25,16.079999923706055,7.300000190734863
2015-09-22,19.459999084472656,7.170000076293945,16.0,6.96999979019165
2015-09-23,18.899999618530273,6.989999771118164,15.649999618530273,6.820000171661377
2015-09-24,18.450000762939453,6.789999961853027,15.199999809265137,6.960000038146973
2015-09-25,17.93000030517578,6.949999809265137,15.399999618530273,6.820000171661377
2015-09-28,16.59000015258789,7.0,15.0,6.440000057220459
2015-09-29,16.479999542236328,6.920000076293945,15.199999809265137,6.590000152587891
2015-09-30,16.579999923706055,7.0,15.84000015258789,7.239999771118164
